season,round,raceId,driver_code,team_name,code,race_name,grid_position,finishing_pos,points
2024,23,1143,albon,Williams,ALB,Qatar Grand Prix,16,15,0.0
2024,23,1143,leclerc,Ferrari,LEC,Qatar Grand Prix,5,2,18.0
2024,23,1143,piastri,McLaren,PIA,Qatar Grand Prix,4,3,15.0
2024,23,1143,russell,Mercedes,RUS,Qatar Grand Prix,1,4,12.0
2024,23,1143,gasly,Alpine F1 Team,GAS,Qatar Grand Prix,11,5,10.0
2024,23,1143,sainz,Ferrari,SAI,Qatar Grand Prix,7,6,8.0
2024,23,1143,alonso,Aston Martin,ALO,Qatar Grand Prix,8,7,6.0
2024,23,1143,zhou,Sauber,ZHO,Qatar Grand Prix,12,8,4.0
2024,23,1143,kevin_magnussen,Haas F1 Team,MAG,Qatar Grand Prix,10,9,2.0
2024,23,1143,hulkenberg,Haas F1 Team,HUL,Qatar Grand Prix,18,\N,0.0
2024,23,1143,perez,Red Bull,PER,Qatar Grand Prix,9,\N,0.0
2024,23,1143,stroll,Aston Martin,STR,Qatar Grand Prix,15,\N,0.0
2024,23,1143,colapinto,Williams,COL,Qatar Grand Prix,19,\N,0.0
2024,23,1143,ocon,Alpine F1 Team,OCO,Qatar Grand Prix,20,\N,0.0
2024,24,1144,norris,McLaren,NOR,Abu Dhabi Grand Prix,1,1,25.0
2024,24,1144,piastri,McLaren,PIA,Abu Dhabi Grand Prix,2,10,1.0
2024,24,1144,albon,Williams,ALB,Abu Dhabi Grand Prix,18,11,0.0
2024,24,1144,tsunoda,RB F1 Team,TSU,Abu Dhabi Grand Prix,11,12,0.0
2024,24,1144,zhou,Sauber,ZHO,Abu Dhabi Grand Prix,15,13,0.0
2024,24,1144,stroll,Aston Martin,STR,Abu Dhabi Grand Prix,13,14,0.0
2024,24,1144,doohan,Alpine F1 Team,DOO,Abu Dhabi Grand Prix,17,15,0.0
2024,24,1144,kevin_magnussen,Haas F1 Team,MAG,Abu Dhabi Grand Prix,14,16,0.0
2024,24,1144,lawson,RB F1 Team,LAW,Abu Dhabi Grand Prix,12,17,0.0
2024,24,1144,sainz,Ferrari,SAI,Abu Dhabi Grand Prix,3,2,18.0
2024,24,1144,leclerc,Ferrari,LEC,Abu Dhabi Grand Prix,19,3,15.0
2024,24,1144,hamilton,Mercedes,HAM,Abu Dhabi Grand Prix,16,4,12.0
2024,24,1144,russell,Mercedes,RUS,Abu Dhabi Grand Prix,6,5,10.0
2024,24,1144,max_verstappen,Red Bull,VER,Abu Dhabi Grand Prix,4,6,8.0
2024,24,1144,gasly,Alpine F1 Team,GAS,Abu Dhabi Grand Prix,5,7,6.0
2024,24,1144,hulkenberg,Haas F1 Team,HUL,Abu Dhabi Grand Prix,7,8,4.0
2024,24,1144,alonso,Aston Martin,ALO,Abu Dhabi Grand Prix,8,9,2.0
2024,24,1144,bottas,Sauber,BOT,Abu Dhabi Grand Prix,9,\N,0.0
2024,24,1144,colapinto,Williams,COL,Abu Dhabi Grand Prix,20,\N,0.0
2024,24,1144,perez,Red Bull,PER,Abu Dhabi Grand Prix,10,\N,0.0
